Replicate,Day,Well_Num,Culture,Scer_Dead_Num,Hgui_Dead_Num,Hgui_Alive_Num,Scer_Alive_Num,Total_Cells,Hgui_totalprop,Scer_totalprop,norm_Hgui_totalprop
2,7,G3,3850,171,16552,13266,11,30000,0.9939333333333333,0.006066666666666666,1
2,7,G5,3324a,13257,1495,1211,14037,30000,0.0902,0.9098,0
2,7,H1,3850,290,14980,14352,378,30000,0.9777333333333333,0.022266666666666667,0.9820743582177633
2,7,H6,3821,3428,18215,2326,6031,30000,0.6847,0.3153,0.6578267925641783
3,7,A1,3822,2032,5065,6273,16630,30000,0.37793333333333334,0.6220666666666667,0.2987737747238146
3,7,A3,3973,2916,6181,1084,19819,30000,0.24216666666666667,0.7578333333333334,0.14414790630575908
3,7,A5,3850,177,27207,2602,14,30000,0.9936333333333334,0.006366666666666666,1
3,7,A6,3821,3097,20692,2626,3585,30000,0.7772666666666667,0.22273333333333334,0.7535780722068258
3,7,B4,3842,3419,5224,4560,16797,30000,0.32613333333333333,0.6738666666666666,0.23977829239588477
3,7,C1,3824,2071,2307,2062,23560,30000,0.14563333333333334,0.8543666666666667,0.03420523138832999
3,7,D2,3911,2418,3940,3652,19990,30000,0.25306666666666666,0.7469333333333333,0.15656201359097985
3,7,D4,3824,3853,13918,1437,10792,30000,0.5118333333333334,0.4881666666666667,0.45127367981473754
3,7,D6,3973,1826,25074,2463,637,30000,0.9179,0.0821,0.9137466307277629
3,7,E1,3842,3380,6698,1441,18481,30000,0.2713,0.7287,0.17732811966136441
3,7,E3,3324m,5075,3149,2053,19723,30000,0.1734,0.8266,0.06582893587942751
3,7,E5,3905,3586,5013,4362,17039,30000,0.3125,0.6875,0.2242511673816484
3,7,F2,3905,3979,6361,4918,14742,30000,0.37596666666666667,0.6240333333333333,0.29653392050415706
3,7,F4,3822,3771,16895,2922,6412,30000,0.6605666666666666,0.3394333333333333,0.6206674006301962
3,7,G1,3850,407,12135,16763,695,30000,0.9632666666666667,0.03673333333333333,0.9654151323032535
3,7,G3,3324a,14748,2328,1140,11784,30000,0.1156,0.8844,0
3,7,G5,3911,2162,3847,2575,21416,30000,0.21406666666666666,0.7859333333333334,0.112144565506245
3,7,H1,3324a,14599,2362,1436,11603,30000,0.1266,0.8734,0.012527998177745714
3,7,H4,3821,1275,12742,3322,12661,30000,0.5354666666666666,0.46453333333333335,0.47818989408146995
3,7,H6,3324m,3492,3300,3205,20003,30000,0.21683333333333332,0.7831666666666667,0.11529554686610227
1,8,A1,3324a,16157,1635,470,11738,30000,0.07016666666666667,0.9298333333333333,0
1,8,A3,3911,3662,5373,2682,18283,30000,0.2685,0.7315,0.21691578563616482
1,8,A5,3824,5147,7358,1711,15784,30000,0.3023,0.6977,0.25388261028071457
1,8,B2,3905,4888,8076,1854,15182,30000,0.331,0.669,0.28527160043747724
1,8,B4,3324m,2987,2641,647,23725,30000,0.1096,0.8904,0.04312796208530806
1,8,B6,3842,3292,7501,3487,15720,30000,0.3662666666666667,0.6337333333333334,0.32384250820269783
1,8,C1,3821,1935,704,590,26771,30000,0.043133333333333336,0.9568666666666666,-0.029566168428727668
1,8,C5,3905,1733,1528,1299,25440,30000,0.09423333333333334,0.9057666666666667,0.026321545752825373
1,8,D4,3324a,14527,1838,950,12685,30000,0.09293333333333334,0.9070666666666667,0.02489974480495808
1,8,D6,3911,1849,3992,5333,18826,30000,0.31083333333333335,0.6891666666666667,0.26321545752825376
1,8,E1,3822,3671,4360,12358,9611,30000,0.5572666666666667,0.4427333333333333,0.5327378782355086
1,8,E3,3973,5194,1893,610,22303,30000,0.08343333333333333,0.9165666666666666,0.014509660955158581
1,8,F2,3850,296,18594,10941,169,30000,0.9845,0.0155,1
1,8,F4,3821,2667,2957,3488,20888,30000,0.21483333333333332,0.7851666666666667,0.15822092599343784
1,8,G1,3824,4219,6649,1542,17590,30000,0.27303333333333335,0.7269666666666666,0.22187386073642001
1,8,G5,3850,1234,20220,6742,1804,30000,0.8987333333333334,0.10126666666666667,0.906197593875319
1,8,H1,3324m,1745,2699,3283,22273,30000,0.1994,0.8006,0.14134159679183372
1,8,H2,3842,2116,1499,3738,22647,30000,0.17456666666666668,0.8254333333333334,0.11418155304411229
1,8,H4,3822,4903,30000,30000,30000,94903,0.6322244818393518,0.36777551816064824,0.6147187187451896
1,8,H6,3973,2536,1378,1570,24516,30000,0.09826666666666667,0.9017333333333334,0.03073277433467007
2,8,A1,3905,2011,1599,723,25667,30000,0.0774,0.9226,-0.031851210421294386
2,8,A3,3822,3914,6069,1339,18678,30000,0.24693333333333334,0.7530666666666667,0.15963254395542337
2,8,A5,3973,2656,5445,3708,18191,30000,0.3051,0.6949,0.2253303715974549
2,8,B2,3821,2153,2499,2459,22889,30000,0.16526666666666667,0.8347333333333333,0.06739204096231317
2,8,B6,3842,1848,12004,1327,14821,30000,0.4443666666666667,0.5556333333333333,0.3826286660893792
2,8,C1,3911,3059,8513,2006,16422,30000,0.35063333333333335,0.6493666666666666,0.27675915816422575
2,8,C3,3824,2696,1668,1137,24499,30000,0.0935,0.9065,-0.013666654116938369
2,8,D4,3911,3054,4573,4336,18037,30000,0.29696666666666666,0.7030333333333333,0.21614397048303904
2,8,D6,3824,2702,2634,1490,23174,30000,0.13746666666666665,0.8625333333333334,0.035992620759760535
2,8,E3,3842,7222,14621,2288,5869,30000,0.5636333333333333,0.4363666666666667,0.5173374496442151
2,8,E5,3324m,3545,16385,2046,8024,30000,0.6143666666666666,0.38563333333333333,0.5746395090546289
2,8,F2,3324m,2380,2435,594,24591,30000,0.10096666666666666,0.8990333333333334,-0.0052332367004254395
2,8,F6,3822,3048,15381,1701,9870,30000,0.5694,0.4306,0.5238507586310757
2,8,G1,3973,2615,1985,1307,24093,30000,0.10973333333333334,0.8902666666666667,0.0046684989269982335
2,8,G3,3850,1041,17080,11848,31,30000,0.9642666666666667,0.03573333333333333,0.9698430028989873
2,8,G5,3324a,14228,2042,1126,12604,30000,0.1056,0.8944,0
2,8,H1,3850,246,17028,12701,25,30000,0.9909666666666667,0.009033333333333334,1
2,8,H6,3821,2673,8732,1226,17369,30000,0.33193333333333336,0.6680666666666667,0.2556379654380483
3,8,A1,3822,1458,2219,2359,23964,30000,0.1526,0.8474,0.06517837110163789
3,8,A3,3973,2206,3432,1017,23345,30000,0.1483,0.8517,0.06035449854161991
3,8,A5,3850,236,26583,2994,187,30000,0.9859,0.0141,1
3,8,A6,3821,3203,12798,2339,11660,30000,0.5045666666666667,0.49543333333333334,0.4600254281654327
3,8,B4,3842,3331,5881,5377,15411,30000,0.3752666666666667,0.6247333333333334,0.3149727021165209
3,8,C1,3824,1878,2532,2464,23126,30000,0.16653333333333334,0.8334666666666667,0.08080921397053326
3,8,D2,3911,2557,2967,3449,21027,30000,0.21386666666666668,0.7861333333333334,0.13390920649166108
3,8,D4,3824,2585,7559,1160,18696,30000,0.29063333333333335,0.7093666666666667,0.22002841971430712
3,8,E1,3842,2741,3823,1083,22353,30000,0.16353333333333334,0.8364666666666667,0.0774437214867998
3,8,E3,3324m,4193,2931,1968,20908,30000,0.1633,0.8367,0.07718196096028719
3,8,E5,3905,3505,2426,1485,22584,30000,0.13036666666666666,0.8696333333333334,0.04023633236107994
3,8,F2,3905,3697,3792,3031,19480,30000,0.22743333333333332,0.7725666666666666,0.14912871139032233
3,8,F4,3822,3096,7777,1290,17837,30000,0.30223333333333335,0.6977666666666666,0.23304165731807647
3,8,G1,3850,5022,11284,10800,2894,30000,0.7361333333333333,0.2638666666666667,0.7198040535487248
3,8,G3,3324a,14004,2112,723,13161,30000,0.0945,0.9055,0
3,8,G5,3911,3173,4134,3138,19555,30000,0.2424,0.7576,0.16591877944805924
3,8,H1,3324a,15461,2519,1748,10272,30000,0.14223333333333332,0.8577666666666667,0.053548724852292263
3,8,H4,3821,2178,2979,955,23888,30000,0.13113333333333332,0.8688666666666667,0.041096402662478486
3,8,H6,3324m,3470,3974,5059,17497,30000,0.3011,0.6989,0.23177024904644378
1,9,A1,3324a,16172,1461,556,11811,30000,0.06723333333333334,0.9327666666666666,0
1,9,A3,3911,2411,5314,3190,19085,30000,0.28346666666666664,0.7165333333333334,0.24141267537493952
1,9,A5,3824,1708,872,338,27082,30000,0.04033333333333333,0.9596666666666667,-0.03003237691191248
1,9,B2,3905,2451,1991,1634,23924,30000,0.12083333333333333,0.8791666666666667,0.05984146477615273
1,9,B4,3324m,2647,3519,1488,22346,30000,0.1669,0.8331,0.11127237542331882
1,9,B6,3842,2113,1639,1335,24913,30000,0.09913333333333334,0.9008666666666667,0.035614603103717765
1,9,C1,3821,2104,846,982,26068,30000,0.06093333333333333,0.9390666666666667,-0.007033605001674676
1,9,C5,3905,1733,2874,3304,22089,30000,0.20593333333333333,0.7940666666666667,0.1548509545606788
1,9,D4,3324a,14449,1635,1283,12633,30000,0.09726666666666667,0.9027333333333334,0.03353057199211045
1,9,E1,3822,5242,2260,2283,20215,30000,0.15143333333333334,0.8485666666666667,0.09400468907000112
1,9,E3,3973,4155,1643,854,23348,30000,0.08323333333333334,0.9167666666666666,0.017863123813776936
1,9,F2,3850,385,18040,10848,727,30000,0.9629333333333333,0.037066666666666664,1
1,9,F4,3821,1762,2030,2698,23510,30000,0.1576,0.8424,0.10088943470656096
1,9,G1,3824,2011,959,533,26497,30000,0.04973333333333333,0.9502666666666667,-0.019537791671318534
1,9,G5,3850,4905,17742,6714,639,30000,0.8152,0.1848,0.8350638234527931
1,9,H1,3324m,2297,2674,3835,21194,30000,0.21696666666666667,0.7830333333333334,0.16716906702392914
1,9,H2,3842,2031,1072,1372,25525,30000,0.08146666666666667,0.9185333333333333,0.015890737226005733
1,9,H4,3822,2674,1781,1864,23681,30000,0.1215,0.8785,0.06058576160172676
1,9,H6,3973,2016,986,1216,25782,30000,0.0734,0.9266,0.0068847456365598615
2,9,A1,3905,2339,2193,797,24671,30000,0.09966666666666667,0.9003333333333333,-0.017356374109443684
2,9,A3,3822,3763,3471,1433,21333,30000,0.16346666666666668,0.8365333333333334,0.0551765954221616
2,9,A5,3973,2772,2620,1451,23157,30000,0.1357,0.8643,0.023609216310444128
2,9,B2,3821,1891,1444,1228,25437,30000,0.08906666666666667,0.9109333333333334,-0.02940730635137183
2,9,B6,3842,2416,6717,1040,19827,30000,0.25856666666666667,0.7414333333333334,0.16329392147946034
2,9,C1,3911,3289,9926,1938,14847,30000,0.3954666666666667,0.6045333333333334,0.3189328482643626
2,9,C3,3824,2287,2914,2095,22704,30000,0.16696666666666668,0.8330333333333333,0.05915567682279826
2,9,D2,3324a,15685,2877,1294,10144,30000,0.13903333333333334,0.8609666666666667,0.02739881764438382
2,9,D4,3911,2597,5110,4558,17735,30000,0.32226666666666665,0.6777333333333333,0.23571320297104742
2,9,D6,3824,3136,5111,2891,18862,30000,0.2667333333333333,0.7332666666666666,0.17257844474761252
2,9,E3,3842,5169,9391,1324,14116,30000,0.3571666666666667,0.6428333333333334,0.2753903289373958
2,9,E5,3324m,3366,9287,1567,15780,30000,0.3618,0.6382,0.28065787479157195
2,9,F2,3324m,2577,3427,963,23033,30000,0.14633333333333334,0.8536666666666667,0.0356980445657117
2,9,F4,3905,2272,3758,2549,21421,30000,0.21023333333333333,0.7897666666666666,0.10834470213733514
2,9,G3,3850,10584,12094,6846,476,30000,0.6313333333333333,0.36866666666666664,0.5870850386539336
2,9,G5,3324a,15171,2227,1221,11381,30000,0.11493333333333333,0.8850666666666667,0
2,9,H1,3850,156,17064,12772,8,30000,0.9945333333333334,0.0054666666666666665,1
2,9,H6,3821,2907,4401,946,21746,30000,0.17823333333333333,0.8217666666666666,0.07196452933151432
